Repo,Commithash,LargeClass,ComplexContainerComprehension,LongTernaryConditionalExpression,LongMessageChain,MultiplyNestedContainer,LongParameterList,LongLambdaFunction,LongScopeChaining,LongMethod,LongBaseClassList
textgenrnn/,b491a69a093a72f40f5af06d99eb3df28ff276be,0,0,0,0,0,0,0,0,0,0
keras-vis/,9f221345e7a58804e347f2a1879b06922222413b,0,0,0,0,0,0,0,0,0,0
keras-vis/,fed2eea3b464773d3d6f9edbc2fc6dec9798ed5b,0,0,0,0,0,0,0,0,0,0
keras-vis/,20c1c7500160b7b6eda561a7b11b321745cc0e89,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,6128d9a92a8955848f479956e0a0a225bf493d09,0,-1,0,0,0,0,0,0,0,0
OpenNMT-py/,e0c10af90f9581087294978e6f92bf5d22a06f85,0,-1,0,0,0,0,0,0,0,0
OpenNMT-py/,fc9913e3bce7afc3b4399fe71cf4c9415d009a84,0,-1,0,0,0,-2,0,0,0,0
OpenNMT-py/,18737a63ea3d3d2ff4c47d4fb17430c62cff7d00,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,e2977f7f6108093ed24aa14db5b38e427a69b413,0,0,0,0,0,0,0,0,-1,0
OpenNMT-py/,d5a75ba09ae0595ca284fd806475eb8d3f771387,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,0618f999aed2eded48bd59e2a7aa0ccba6239ac4,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,0cd92b6498fbcd5f8eba59b879c064d3ccdfc5d4,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,7674a4a179c6e25fa85f6a9aed2e73355be4e2e0,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,ef34ef7d791f5f1b3b1844a705c488771f8af7d7,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,3795eabbdc08e59fe43622a0e1bffe3916332f0f,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,2c3dd6f3bd666bf7aeee2786dd00bc577b08bc0e,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,c88688032b3173bb140677e0e4e7b481efd3a5b9,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,b20ecac794b9fc6d86ed05f668e5b7840ed2f1dd,0,0,0,0,0,0,0,0,0,0
OpenNMT-py/,b20ecac794b9fc6d86ed05f668e5b7840ed2f1dd,0,0,0,0,0,0,0,0,0,0
PySyft/,8305db60ab8ec756d939b3f492f3065783bf5c24,0,0,0,0,0,0,0,0,0,0
PySyft/,c4cba6a47500db5d0d19393b8aa3ad2df6a55d99,0,0,0,0,0,0,0,0,0,0
PySyft/,6616be9fff7ec252e8c0e4fe24604ee53e04c8f6,0,0,0,0,0,0,0,0,0,0
PySyft/,48861f428813bfac511baecc4775901bbc366591,0,0,0,0,0,0,0,0,0,0
PySyft/,b9c465579ff8c58b122732a54d0b45986fa3ba19,0,0,0,0,0,0,0,0,0,0
PySyft/,1f05bd9babd552f4fc40545c71303dc624c0c132,0,0,0,0,0,0,0,0,0,0
PySyft/,d73ab426472e4368df3927bae8173d49eade44b5,0,0,0,0,0,0,0,0,0,0
PySyft/,89d2600999fd7fd96c5283368ea7d8228a4e1aaa,0,0,0,0,0,0,0,0,0,0
PySyft/,fb60c1ad733f1de4ef587a90b2adb7c1dce64c8f,0,0,0,0,0,0,0,0,0,0
PySyft/,1189107b83a28569e9b76a0c32584c2e203a38c6,0,0,0,0,0,0,0,0,0,0
PySyft/,1899f20f09384da4f63aba119f241701da5f909e,0,0,0,0,0,0,0,0,0,0
PySyft/,7e4c48eb73f8573e4955d58576ae183d97417fe0,0,0,0,0,0,0,0,0,0,0
PySyft/,475fd8d46a24d8f8ad81c7edaf0af29cb45b3426,0,0,0,0,0,0,0,0,0,0
PySyft/,879d05dc56a1a7ae41611728678290562b92bb60,0,0,0,0,0,0,0,0,0,0
PySyft/,f15c9827f81aad794604ceea4acd7d35326d0980,0,0,0,0,0,0,0,0,0,0
PySyft/,dae4a309df998c852c333c493fa4c4a3e111d2ad,0,0,0,0,0,0,0,0,0,0
PySyft/,e1b93536da2eaf430b3955399034452baef98b91,0,-3,-3,0,-1,0,-1,0,-3,0
PyTorch-NLP/,ec82cf132747afe2c72baa02e9f8484e1b25b16b,0,0,0,0,0,0,0,0,0,0
ray/,48139cf8615b0f8499235489768e6b7758f4189e,0,0,-4,0,0,0,0,0,0,0
ray/,42991d723fad1d1b698e895969908105ca22f72c,0,0,0,0,0,0,0,0,0,0
ray/,38867eea4e011115515b77018c2310e7dd74ff55,-1,0,0,0,0,0,0,0,0,0
ray/,8ce7565530863399472cd8694b1bde00837957c1,0,0,0,0,0,0,0,0,0,0
ray/,0d9a7a3c1910fd4cd3b085b39e6187654f51feca,0,-2,0,0,0,0,-18,0,0,0
ray/,7b04ed059e774151d30e68a11dff08abc31859b3,0,0,0,0,0,0,0,0,0,0
ray/,bf9199ad77b7ea900aefd2624374c78a6e6c49d8,0,0,0,0,0,0,0,0,0,0
ray/,67035191443e8d645024806b2df72e96e6b05e64,0,-8,0,0,0,0,0,0,0,0
ray/,762bdf646eeceb3db60539c1a7d33bae5c2b58d6,0,0,0,0,0,0,0,0,0,0
ray/,67c01455fe313a65cc65640e52892ed91e08ea8b,0,0,0,0,0,0,0,0,0,0
ray/,bb207a205bde6cdd7e378ed6643d8cc1e8479659,0,0,0,0,0,0,0,0,0,0
ray/,47d36d7bd6f011f144984f08e410e8367d607bbf,0,0,0,0,0,0,0,0,0,0
ray/,20ef4a860325d1735df038d4e4b8c7de5e013ed3,0,0,0,0,-16,0,-4,0,-1,0
ray/,3812bfedda7c10bd8e5ead343e02577bfe159728,0,0,0,0,0,-1,0,0,0,0
ray/,d15609ba2ad55e4a1b43deee7799ee1a6ddc9279,0,0,-1,0,0,0,0,0,0,0
ray/,6852e8839e76af46c67ace6a64ee0a131342d7b7,0,0,0,0,0,0,0,0,0,0
ray/,cb7102f31ec8957d0a0cd67db013f7897edbdc70,0,0,0,0,0,0,0,0,0,0
ray/,23d202bb734a790d1af6cd6c40a7d077c9c777ae,0,0,0,0,0,0,0,0,0,0
ray/,d10cb570ab735a5f67f027e784792b6094d514fc,0,0,0,0,0,0,0,0,0,0
ray/,7501ee51db88e6aa642b068b329b813c0712f3d9,0,0,0,0,0,0,0,0,0,0
ray/,505f3a87142b73466044f1aa1e587e26f2a9bacc,0,0,0,0,0,0,0,0,0,0
ray/,016337d4eb910e9faefc781bb7ed3935baf9739a,0,0,0,0,0,0,0,0,0,0
ray/,dbba7f2a53f45ea80321bca7c99492f44efd75f7,0,0,0,0,0,0,0,0,0,0
ray/,c5a5a5de8975985c54ea49718f6473c42605379b,0,-1,0,0,0,-1,0,0,0,0
ray/,70e62313f08a816284aae31b799767c01296acb8,0,0,0,0,0,0,0,0,0,0
ray/,0131353d42f20f28034480d45918130525fb0377,0,-1,0,0,0,0,0,0,-1,0
ray/,21472b890aa1fc03e67b853bf57c89ca1f80ec90,0,0,0,0,0,0,0,0,0,0
ray/,3807fb505b121e1e9f583f5859941cf07b1d7438,0,-9,-1,0,0,-1,0,0,-4,0
ray/,66032f9a506deded596fdd4a29fdedf45c7ee1d2,0,0,0,0,0,0,0,0,0,0
adanet/,0953ca2e5690eb258a8787435e498fa6917238b6,0,0,0,0,0,0,0,0,-1,0
adanet/,fd1b723059181fbcb50646f42fd9262eb5325e1c,0,0,0,0,0,0,0,0,0,0
adanet/,5bc33ec29cd6434fbbc2a9462a3665b1283125b5,0,0,0,0,0,0,0,0,0,0
adanet/,6443a84f409bde0df00b517ad0ea150390ee7cfc,0,0,0,0,0,-1,0,0,0,0
adanet/,d613facf378697f79b315e128349f12d5ae569b3,0,0,0,0,0,0,0,0,0,0
adanet/,ceb75be38e2f832a1a0189a89bdbe7afe86324dc,0,0,0,0,0,0,0,0,0,0
DeepCTR/,3da641f3841d0cbb55543e691d4a2be1ca4102b7,0,0,0,0,0,0,0,0,0,0
DeepCTR/,a0a2616ab74d9e4a104c4b4e13f910c9161059bc,0,0,-1,0,0,0,0,0,0,0
DeepCTR/,d524c86cff045f675927c7da45296fbecface3d1,0,-33,-11,0,0,-1,0,0,-3,0
DeepCTR/,be65ce986a45bf2f35b5494db3fa6e993b905aeb,0,-39,0,0,0,-1,0,0,-1,0
DeepCTR/,db229dc31f0d4c79c0de2ece0bb919b35258d6b2,0,0,0,0,0,-1,-2,0,-1,0
ranking/,0c585de970a0316d5dda5612d74086271a065f2f,0,-1,0,0,0,0,0,0,0,0
ranking/,e5765a9614d095c74e5906e12e4777028fa59f6b,0,0,0,0,0,0,0,0,0,0
streamlit/,62972ea2836173f9660830c2a733de0739db3ce2,0,0,0,0,0,0,0,0,0,0
streamlit/,9b503988b7b44ac74f6900eb47b4e061dc0b8797,0,0,0,0,0,0,0,0,0,0
streamlit/,f0a198c41c7899f9fadd55336469bd286af8470f,0,0,0,0,0,0,0,0,0,0
streamlit/,0e48276cd26887168025cedb451290ac10ded712,0,0,0,0,0,0,0,0,0,0
streamlit/,30eed2f5af46df3a5377650fbbec4127b49e0980,0,0,0,0,0,0,0,0,0,0
streamlit/,d931a842627cf332fb0d38851ba7d2c45545c1a2,0,0,0,0,0,0,0,0,0,0
streamlit/,1ba72bc1d503c03e26739e4c21fe2803d5b48502,0,0,0,0,0,0,0,0,-1,0
tensor2tensor/,53d0582af625c232a36dee7417eede9846180b96,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,1834e5614221163a63656a9f9f21a55f13d5bee4,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,777c6a8f477bcb36ffab5c9bdd42c54a2932501a,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,78ae06194bb150f0d756e300864e6beb98862cd6,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,1f125fc462126a9fd80b2c10b5d9ab4f1e545597,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,912daf7a9dadece5a1e4969a9aaa14483098e18f,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,42f8b2677dc4ff1bd60accda4a0a0946cbae23af,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,5704e55b0c06ed169fec35bf4a2e9971c32a4f40,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,25b72af9300093c6021c3371717dafed9208e08d,0,0,-1,0,0,0,-1,0,0,0
tensor2tensor/,94eca0c50e8c32d30d262fc249c03e3019ac03f7,0,0,0,0,0,0,-5,0,0,0
tensor2tensor/,848d074013c9c3031cb309282bfcad1b4858db89,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,01b8c31da30a7e1109451df2b4b4698946c6c35c,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,c46548e3b1e9c3aef8f6010b1df6bf0356a38619,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,deed3c87db6171ea747868259c62b604c179976b,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,4bb6ecb9545c34f881dc8e822e92ec4fcfd689bf,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,e6d2a3e4f2cd6e51dffa229d9c3fdcabf31bdfea,0,0,-1,0,0,0,-1,-1,0,0
tensor2tensor/,c317d6214f2995f5d14c332095ff8324624b96a9,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,b7ff8c4c227d45dfd6f0ae73c60349d532061bc0,0,0,0,0,0,-1,0,0,0,0
tensor2tensor/,8edb68ca31a02fe96a591e2ca4bd38a0e447277b,0,0,0,0,0,0,0,0,-1,0
tensor2tensor/,3d418439076c1732b0703b7dbc1b6269aef7c469,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,9221fe8561ac8059144bbb82eab68976423ce4d4,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,32b1bac99b9991a3abbb0ffdfa8ee3e18db5826d,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,83e9df7013d56bd0e13cff39ad6a8b4ee10ddd8e,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,e2254bc24f4ab49201bddf3270b11bdab6c9e57e,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,b93fc036fdbacfddcadad8fb781f5b670533384e,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,d9f8074fc391594656176dfbc77bfd3faa81892d,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,058b5fc0be35c260d70acf11b5b86d7e6b29daa5,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,06862886125f5b5d262e2b0e6ffeba059dc0d57d,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,ebbcd3b3ded83d6f1457f2f6808a23ec9b3552f1,0,0,-2,0,0,-6,0,0,-2,0
tensor2tensor/,3aa13683e30b15633b0c358f9d888f702cff0c3f,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,f6799b9515e0e214d2d4295f4e4cf94cf27cf333,0,0,0,0,0,0,-23,0,0,0
tensor2tensor/,a1ab69902674b4d049e4e9090b01cbeec0d28a8a,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,ac74489b6aa1e9c5a9abd12d919ab66d9a99c1e8,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,afee9ad22fd46eed0f4c567738729b93d97f769d,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,abbd929558dd29115acc9d0f035f1efddb45566d,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,512c9a2d48b3d3cb59806bce1a2395b419b384d8,0,-1,0,0,0,0,0,0,0,0
tensor2tensor/,abd502722246fc38b009d8085bd9601ef09608b2,0,0,0,0,0,0,0,0,-1,0
tensor2tensor/,c81f56c15a05a52dabb53f12cab93a1deb26c395,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,ac4cb05e7a1ee3424a1b17f41211f3662f96abd4,0,0,0,0,0,0,0,-1,0,0
tensor2tensor/,150b2615b0ca6e2baf7dabb22dc7b0d67281ebd2,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,d34ea12eb046e8efcbf226089606be12f7c6e19b,0,-2,0,0,0,-8,0,0,-1,0
tensor2tensor/,404335e94b3f70c1c07792d13b032925b96c59aa,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,c4b34e1869dede0798818b5b9f33a960a2965fee,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,4c7e7ef7582bee09341308e0d94a05a08c307f6f,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,49c7e2013c04ff197090d07fe34382b53b5e67e4,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,05c972af8e0f8d656cf0fed910839e00a050b2f5,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,ca776803384cc0a4e27d990f4071f93e5d342b58,0,0,0,0,0,0,0,0,0,0
tensor2tensor/,f37a12e78bb51bb25b7e4d72c7075a33522aeada,0,0,0,0,0,0,0,0,0,0
labelme/,6e352f040c0090016ce126d21b6a0f0013816a8c,0,0,0,0,0,0,0,0,0,0
labelme/,dc2dce6f8bc45cc0ccb28f97f553f3efe4293325,0,0,0,0,0,-1,0,0,0,0
labelme/,8edd2182007007e50b9073d51c4e72a7d088866e,0,0,0,0,0,0,0,0,0,0
labelme/,68fb3ebc4bc70608e3839e623babfa135edcbda9,0,0,0,0,0,0,0,0,0,0
ludwig/,37acb137b1bc42319cf759b73270517c2147698a,0,0,0,0,0,0,0,0,0,0
ludwig/,10f3e95fa68b171698ad7768534ae5f0e71970cc,0,0,0,0,0,0,0,0,0,0
ludwig/,cdab60e331b42dfbb77c143595d337e3e0e279a8,0,0,0,0,0,0,0,0,0,0
ludwig/,b00434ec2418843dce89aadf7cf7cf4416d131bf,0,0,0,0,0,0,0,0,0,0
ludwig/,d6c1b86594ef9a97e9f503547ab6567f89508486,0,0,0,0,0,0,0,0,0,0
luminoth/,208f1963dd50fa494611c33c2fcbaf6cf3f6dbd0,0,0,0,0,0,0,0,0,0,0
luminoth/,041fd9f724d329796511e7b224614d36758e5a40,0,0,0,0,0,0,0,0,0,0
luminoth/,2c8035d5facd7e5bc8e8660a3f56e0d24c16bfdd,0,0,0,0,0,0,0,0,0,0
luminoth/,bcf2744ab99ac16d5efb09da01fdd89159c5d632,0,0,0,0,0,0,0,0,0,0
luminoth/,7a7cb4e1e72421c47597173dc6704e759834e451,0,0,0,0,0,0,0,0,0,0
luminoth/,1234ef1bdf036604c9d0e60440787de09e049cfb,0,0,0,0,0,0,0,0,0,0
luminoth/,04a7c8572a9e2812f155df02226e68c6df956755,0,0,0,0,0,0,0,0,0,0
ml-agents/,c78d78edabbfb12824c8d831dd79040cd3b51d42,0,0,0,0,0,0,0,0,0,0
ml-agents/,4083df841237d879fc1c48d1bf2793e9a588351e,0,0,0,0,0,0,0,0,0,0
ml-agents/,9e7eea5c6915841f339b23b4784e24244a0a1962,0,0,0,0,0,-2,0,0,0,0
ml-agents/,51287a42c498d46366903a13579d941b6adc37ef,0,0,0,0,0,0,0,0,0,0
ml-agents/,182a40e6f7ced48fabaab095f24b82e231ba2a9c,0,0,0,0,0,0,0,0,0,0
ml-agents/,721b8695bd5485a535c3d7a8eabfc2dc2b90168b,0,0,0,0,-6,-2,0,0,0,0
ml-agents/,3fbc9284f0ad05fa67eda56ac63ff5b9137b77c1,0,0,0,0,0,0,0,0,0,0
ml-agents/,8c612997b1d49afd2d4736ac701aff207ec471b1,0,0,0,0,0,0,0,0,0,0
ml-agents/,af691739edb23ebb7bd5e902ce50b1472631612c,0,0,0,0,0,0,0,0,0,0
ml-agents/,7562a25f94caf81ba7606e97774aa9e5c25db5a7,0,0,0,0,0,0,0,0,0,0
pytorch-lightning/,07c5d22ae3dbfe7e78057db15db106c6fb4ed4ba,0,0,0,0,0,0,0,0,0,0
pytorch-lightning/,d394b80ac8cc5ba65d8026ad0e07fb32d69610f0,0,0,0,0,0,0,0,0,0,0
pytorch-lightning/,14241577314c5c9adffdf14b107100e6656f5332,0,0,0,0,0,0,0,0,0,0
pytorch-lightning/,c7ad04be571ee0db88f0bc49a9fc40ebcd5491c3,0,0,0,0,0,0,0,0,0,0
pytorch-lightning/,bde549cb36f9fecdb1e6192e73b3085a35e0ba52,0,0,0,0,0,0,0,0,0,0
tensorlayer/,3d8a5039c00a27c5cab2a77c5eb60055add1acc6,0,0,0,0,0,0,0,0,0,0
tensorlayer/,578ebb9f34f3d152e5ec8f86f8a4be7ef9081504,0,0,0,0,0,0,0,0,0,0
tensorlayer/,4953dac1e85a97bdc2b55e9ee6af882f96b45711,0,0,0,0,0,0,0,0,0,0
tensorlayer/,b941906ece693f54f3d6f195e0a86b682b14e1f1,0,0,0,0,0,0,0,0,0,0
tensorlayer/,761cb229ca85b87ade350c0b07183eb34023cf90,0,0,0,0,0,0,0,0,0,0
tensorlayer/,6430b24aeb8306ca9884f0f8241131514aa880c0,0,0,0,0,0,0,0,0,0,0
tensorlayer/,c52b511770c639f639fcdb550bc449ae0e5bc309,0,0,0,0,0,0,0,0,0,0
tensorlayer/,f350b6891b68f74e362b8d57b66b6df733d111aa,0,0,0,0,0,0,0,0,0,0
tensorlayer/,f53ec4a37341e167fcc8b2647d4858308914e2b0,0,0,0,0,0,0,0,0,0,0
tensorlayer/,1410081071fb74b9b0022e7eb6e19588fec64add,0,0,0,0,0,0,0,0,0,0
tensorpack/,5b29bda9f17d7b587259e13963c4c8093e8387f8,0,0,0,0,0,0,0,0,0,0
tensorpack/,9fc5d856d2e7b38b80b1b32019193b1f4cbc39f2,0,0,0,0,0,0,0,0,0,0
tensorpack/,505e28eb88d74b6a554a5db1586999f188c20f1e,0,0,0,0,0,0,0,0,0,0
tensorpack/,b8a50d72a7c655b6dc6facb17efd74069ba7f86c,0,0,0,0,0,-1,0,0,0,0
tensorpack/,ded6e8341d19d06671591144dfe052d063b1cdf5,0,0,0,0,0,0,0,0,0,0
tensorpack/,f227f45ffcb9d643b4974f753a9126c1b1254c05,0,0,0,0,0,0,0,0,0,0
tensorpack/,7da83a51e660c69108648447b4d88a22feb3db49,0,0,0,0,0,0,0,0,0,0
tensorpack/,9b1d10952d9aa43ae795d453aed14f9dde0f13f3,0,0,0,0,0,0,0,0,0,0
tensorpack/,fec86fece946c3296784ef9a026849dcdac6fb79,0,0,0,0,0,0,0,0,0,0
tensorpack/,94fc5acbad0fe9820843bb08639765654783d914,0,0,0,0,0,0,0,0,0,0
tensorpack/,ddf737d72169d4e05a626656e5248b175f704d5e,0,0,0,0,0,0,0,0,0,0
tensorpack/,0f90d4c2bc89377f4e9be5ee06e704164ab311f6,0,0,0,0,0,0,0,0,0,0
tensorpack/,f47923c741168df626a21bf8e320d6f2d229d2f7,0,0,0,0,0,0,0,0,0,0
tensorpack/,2bec1d623381e9a9c1e9ca45dd39d59d31027957,0,0,0,0,0,0,0,0,0,0
tensorpack/,9b85e7a1994005f76ed930669f6259cb799d5791,0,0,0,0,0,0,0,0,0,0
tensorpack/,88b99f38ff53a83adad9cfcc17bfe9014131c9f6,0,0,0,0,0,0,0,0,0,0
tensorpack/,27ea2836671fb670dfbfee6fb6b53e9c00aeebd8,0,0,0,0,0,0,0,0,0,0
tensorpack/,7e963996f615b85f7459455596b4ee9bbd0bce8e,0,0,0,0,0,0,0,0,0,0
tensorpack/,d2c5cc162aaf15b4f9077fb8370ed4b98ee8b848,0,0,0,0,0,0,0,0,0,0
tensorpack/,b747c0683d2462d9c047f658df2c73078bb3e287,0,0,0,0,0,0,0,0,0,0
tensorpack/,aa96b7ca5191da1e0fd732f196061848bfdc2c6c,0,0,0,0,0,0,0,0,0,0
tensorpack/,49b61fc09bcc1b91ce4db0199caa9284fb38df18,0,0,0,0,0,0,0,0,0,0
tensorpack/,2f3b85024b8252c0238720d8f1aa947319583318,0,0,0,0,0,-1,0,0,0,0
tensorpack/,fde338eabf832c2d25b1b1b4f9b6302ad6287a0c,0,0,0,0,0,0,0,0,0,0
tensorpack/,243e957fe6d62a0cfb5728bd77fb3e005d6603e4,0,0,0,0,0,0,0,0,0,0
tensorpack/,2d99afeaac245924fd38b471d101f6ba9ae6ef6e,0,0,0,0,0,-1,0,0,0,0
tensorpack/,ba679ab1fba2f4e2e73f74e1e792b85a4ac86486,0,0,0,0,0,0,0,0,0,0
tensorpack/,6041a1a4e76589ea0d1fda142a546fbdb6358245,0,0,0,0,0,0,0,0,0,0
tensorpack/,c279dbfe840d3a9a28c51b81989b3a0f4cfe4e90,0,-1,-1,0,0,0,0,0,0,0
tensorpack/,4a59173c8b0e412595de53a549ca2759ef1b4898,0,0,0,0,0,0,0,0,0,0
tensorpack/,ebf2332b18a480ab109ba368bc49ecd5499a5748,0,0,0,0,0,0,0,0,0,0
tflearn/,5e61299acaa5799c25b6aee2b4915610c72173e4,0,0,0,0,0,0,0,0,-1,0
tflearn/,a76c41d2432058c33f3bd34d962ffb232cfce99a,0,0,0,0,0,0,0,0,0,0
waifu2x-chainer/,462519377474066988da39ce1654a41d7ff88e05,0,0,0,0,0,0,0,0,0,0
waifu2x-chainer/,d98c45efec64c4d0769b2cf20d97995cd7e10e2c,0,0,0,0,0,0,0,0,0,0
waifu2x-chainer/,e7bc2b6ed0ec84ea587c67768df37125b3ea5c7d,0,0,0,0,0,-1,0,0,-1,0
waifu2x-chainer/,43b6eb800492231c1ac30c68630a614ca5c6ffa6,0,0,0,0,0,0,0,0,0,0